project_id,metric,value,unit,window_start,window_end,source_url,fetched_at,missing_reason
derzug,repo_contributors,1,contributors,,,https://api.github.com/repos/DASDAE/derzug,2026-08-18T06:38:09+00:00,
derzug,repo_releases,11,releases,,,https://api.github.com/repos/DASDAE/derzug,2026-08-18T06:38:09+00:00,
derzug,pypi_downloads_30d,259,downloads,,2026-08-17,https://pypistats.org/api/packages/derzug/recent,2026-08-17T18:49:22+00:00,
derzug,pypi_downloads_180d,1495,downloads,2026-03-21,2026-08-16,https://pypistats.org/api/packages/derzug/recent,2026-08-17T18:49:22+00:00,
derzug,conda_downloads_cumulative,2269,downloads,,2026-08-17,https://api.anaconda.org/package/conda-forge/derzug,2026-08-17T18:49:22+00:00,
derzug,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:09+00:00,not_applicable
distpy,repo_stars,40,stars,,,https://api.github.com/repos/Schlumberger/distpy,2026-08-18T06:38:12+00:00,
distpy,repo_forks,20,forks,,,https://api.github.com/repos/Schlumberger/distpy,2026-08-18T06:38:12+00:00,
distpy,repo_contributors,2,contributors,,,https://api.github.com/repos/Schlumberger/distpy,2026-08-18T06:38:12+00:00,
distpy,repo_releases,0,releases,,,https://api.github.com/repos/Schlumberger/distpy,2026-08-18T06:38:12+00:00,
distpy,pypi_downloads_30d,109,downloads,,2026-08-17,https://pypistats.org/api/packages/distpy/recent,2026-08-17T18:49:35+00:00,
distpy,pypi_downloads_180d,1199,downloads,2026-02-19,2026-08-16,https://pypistats.org/api/packages/distpy/recent,2026-08-17T18:49:35+00:00,
distpy,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-17T18:49:35+00:00,not_published
distpy,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:12+00:00,not_applicable
dss-analyzer,repo_stars,3,stars,,,https://api.github.com/repos/shenyaojin/DSS_analyzer_Mariner,2026-08-18T06:38:14+00:00,
dss-analyzer,repo_forks,0,forks,,,https://api.github.com/repos/shenyaojin/DSS_analyzer_Mariner,2026-08-18T06:38:14+00:00,
dss-analyzer,repo_contributors,1,contributors,,,https://api.github.com/repos/shenyaojin/DSS_analyzer_Mariner,2026-08-18T06:38:14+00:00,
dss-analyzer,repo_releases,0,releases,,,https://api.github.com/repos/shenyaojin/DSS_analyzer_Mariner,2026-08-18T06:38:14+00:00,
dss-analyzer,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:14+00:00,not_published
dss-analyzer,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:14+00:00,not_published
dss-analyzer,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:14+00:00,not_published
dss-analyzer,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:14+00:00,not_applicable
dts-r,repo_stars,3,stars,,,https://api.github.com/repos/jkennel/dts,2026-08-18T06:38:17+00:00,
dts-r,repo_forks,1,forks,,,https://api.github.com/repos/jkennel/dts,2026-08-18T06:38:17+00:00,
dts-r,repo_contributors,3,contributors,,,https://api.github.com/repos/jkennel/dts,2026-08-18T06:38:17+00:00,
dts-r,repo_releases,0,releases,,,https://api.github.com/repos/jkennel/dts,2026-08-18T06:38:17+00:00,
dts-r,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:17+00:00,not_published
dts-r,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:17+00:00,not_published
dts-r,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:17+00:00,not_published
dts-r,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:17+00:00,not_applicable
dtscalibration,repo_stars,43,stars,,,https://api.github.com/repos/dtscalibration/python-dts-calibration,2026-08-18T06:38:19+00:00,
dtscalibration,repo_forks,22,forks,,,https://api.github.com/repos/dtscalibration/python-dts-calibration,2026-08-18T06:38:19+00:00,
dtscalibration,repo_contributors,5,contributors,,,https://api.github.com/repos/dtscalibration/python-dts-calibration,2026-08-18T06:38:19+00:00,
dtscalibration,repo_releases,32,releases,,,https://api.github.com/repos/dtscalibration/python-dts-calibration,2026-08-18T06:38:19+00:00,
dtscalibration,pypi_downloads_30d,192,downloads,,2026-08-17,https://pypistats.org/api/packages/dtscalibration/recent,2026-08-17T18:49:48+00:00,
dtscalibration,pypi_downloads_180d,2171,downloads,2026-02-17,2026-08-16,https://pypistats.org/api/packages/dtscalibration/recent,2026-08-17T18:49:48+00:00,
dtscalibration,conda_downloads_cumulative,955,downloads,,2026-08-17,https://api.anaconda.org/package/conda-forge/dtscalibration,2026-08-17T18:49:48+00:00,
dtscalibration,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:19+00:00,not_applicable
eqnet,repo_stars,56,stars,,,https://api.github.com/repos/AI4EPS/EQNet,2026-08-18T06:38:21+00:00,
eqnet,repo_forks,19,forks,,,https://api.github.com/repos/AI4EPS/EQNet,2026-08-18T06:38:21+00:00,
eqnet,repo_contributors,4,contributors,,,https://api.github.com/repos/AI4EPS/EQNet,2026-08-18T06:38:21+00:00,
eqnet,repo_releases,1,releases,,,https://api.github.com/repos/AI4EPS/EQNet,2026-08-18T06:38:21+00:00,
eqnet,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:21+00:00,not_published
eqnet,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:21+00:00,not_published
eqnet,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:21+00:00,not_published
eqnet,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:21+00:00,not_applicable
eth-das-readers,repo_stars,7,stars,,,https://api.github.com/repos/dcbowden/ETH_DAS_readers,2026-08-18T06:38:23+00:00,
eth-das-readers,repo_forks,0,forks,,,https://api.github.com/repos/dcbowden/ETH_DAS_readers,2026-08-18T06:38:23+00:00,
eth-das-readers,repo_contributors,1,contributors,,,https://api.github.com/repos/dcbowden/ETH_DAS_readers,2026-08-18T06:38:23+00:00,
eth-das-readers,repo_releases,0,releases,,,https://api.github.com/repos/dcbowden/ETH_DAS_readers,2026-08-18T06:38:23+00:00,
eth-das-readers,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:23+00:00,not_published
eth-das-readers,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:23+00:00,not_published
eth-das-readers,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:23+00:00,not_published
eth-das-readers,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:23+00:00,not_applicable
febustools,repo_stars,0,stars,,,https://api.github.com/repos/anowacki/FebusTools.jl,2026-08-18T06:38:25+00:00,
febustools,repo_forks,0,forks,,,https://api.github.com/repos/anowacki/FebusTools.jl,2026-08-18T06:38:25+00:00,
febustools,repo_contributors,1,contributors,,,https://api.github.com/repos/anowacki/FebusTools.jl,2026-08-18T06:38:25+00:00,
febustools,repo_releases,0,releases,,,https://api.github.com/repos/anowacki/FebusTools.jl,2026-08-18T06:38:25+00:00,
febustools,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:25+00:00,not_published
febustools,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:25+00:00,not_published
febustools,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:25+00:00,not_published
febustools,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:25+00:00,not_applicable
fiber-strain-modeling,repo_stars,0,stars,,,https://api.github.com/repos/Pengchao-He/horizontal-fracture-fiber-strain,2026-08-18T06:38:27+00:00,
fiber-strain-modeling,repo_forks,0,forks,,,https://api.github.com/repos/Pengchao-He/horizontal-fracture-fiber-strain,2026-08-18T06:38:27+00:00,
fiber-strain-modeling,repo_contributors,1,contributors,,,https://api.github.com/repos/Pengchao-He/horizontal-fracture-fiber-strain,2026-08-18T06:38:27+00:00,
fiber-strain-modeling,repo_releases,0,releases,,,https://api.github.com/repos/Pengchao-He/horizontal-fracture-fiber-strain,2026-08-18T06:38:27+00:00,
fiber-strain-modeling,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:27+00:00,not_published
fiber-strain-modeling,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:27+00:00,not_published
fiber-strain-modeling,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:27+00:00,not_published
fiber-strain-modeling,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:27+00:00,not_applicable
fiberis,repo_stars,2,stars,,,https://api.github.com/repos/shenyaojin/fibeRIS,2026-08-18T06:38:29+00:00,
fiberis,repo_forks,1,forks,,,https://api.github.com/repos/shenyaojin/fibeRIS,2026-08-18T06:38:29+00:00,
fiberis,repo_contributors,3,contributors,,,https://api.github.com/repos/shenyaojin/fibeRIS,2026-08-18T06:38:29+00:00,
fiberis,repo_releases,0,releases,,,https://api.github.com/repos/shenyaojin/fibeRIS,2026-08-18T06:38:29+00:00,
fiberis,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:29+00:00,not_published
fiberis,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:29+00:00,not_published
fiberis,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:29+00:00,not_published
fiberis,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:29+00:00,not_applicable
fiberwatch-cli,repo_stars,8,stars,,,https://api.github.com/repos/theBlackfish01/FiberWatchCLI,2026-08-18T06:38:31+00:00,
fiberwatch-cli,repo_forks,0,forks,,,https://api.github.com/repos/theBlackfish01/FiberWatchCLI,2026-08-18T06:38:31+00:00,
fiberwatch-cli,repo_contributors,1,contributors,,,https://api.github.com/repos/theBlackfish01/FiberWatchCLI,2026-08-18T06:38:31+00:00,
fiberwatch-cli,repo_releases,0,releases,,,https://api.github.com/repos/theBlackfish01/FiberWatchCLI,2026-08-18T06:38:31+00:00,
fiberwatch-cli,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:31+00:00,not_published
fiberwatch-cli,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:31+00:00,not_published
fiberwatch-cli,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:31+00:00,not_published
fiberwatch-cli,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:31+00:00,not_applicable
filark,repo_stars,0,stars,,,https://api.github.com/repos/Guoguo828/fliark,2026-08-18T06:38:33+00:00,
filark,repo_forks,0,forks,,,https://api.github.com/repos/Guoguo828/fliark,2026-08-18T06:38:33+00:00,
filark,repo_contributors,1,contributors,,,https://api.github.com/repos/Guoguo828/fliark,2026-08-18T06:38:33+00:00,
filark,repo_releases,0,releases,,,https://api.github.com/repos/Guoguo828/fliark,2026-08-18T06:38:33+00:00,
filark,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:33+00:00,not_published
filark,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:33+00:00,not_published
filark,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:33+00:00,not_published
filark,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:33+00:00,not_applicable
generic-cable,repo_stars,22,stars,,,https://api.github.com/repos/subsurface4d/GenericCable,2026-08-18T06:38:35+00:00,
generic-cable,repo_forks,6,forks,,,https://api.github.com/repos/subsurface4d/GenericCable,2026-08-18T06:38:35+00:00,
generic-cable,repo_contributors,1,contributors,,,https://api.github.com/repos/subsurface4d/GenericCable,2026-08-18T06:38:35+00:00,
generic-cable,repo_releases,0,releases,,,https://api.github.com/repos/subsurface4d/GenericCable,2026-08-18T06:38:35+00:00,
generic-cable,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:35+00:00,not_published
generic-cable,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:35+00:00,not_published
generic-cable,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:35+00:00,not_published
generic-cable,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:35+00:00,not_applicable
gridded-slant-stack,repo_stars,8,stars,,,https://api.github.com/repos/zackspica/Gridded-SlantStack,2026-08-18T06:38:38+00:00,
gridded-slant-stack,repo_forks,1,forks,,,https://api.github.com/repos/zackspica/Gridded-SlantStack,2026-08-18T06:38:38+00:00,
gridded-slant-stack,repo_contributors,1,contributors,,,https://api.github.com/repos/zackspica/Gridded-SlantStack,2026-08-18T06:38:38+00:00,
gridded-slant-stack,repo_releases,1,releases,,,https://api.github.com/repos/zackspica/Gridded-SlantStack,2026-08-18T06:38:38+00:00,
gridded-slant-stack,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:38+00:00,not_published
gridded-slant-stack,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:38+00:00,not_published
gridded-slant-stack,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:38+00:00,not_published
gridded-slant-stack,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:38+00:00,not_applicable
idas-convert,repo_stars,9,stars,,,https://api.github.com/repos/pyrocko/idas-convert,2026-08-18T06:38:40+00:00,
idas-convert,repo_forks,2,forks,,,https://api.github.com/repos/pyrocko/idas-convert,2026-08-18T06:38:40+00:00,
idas-convert,repo_contributors,1,contributors,,,https://api.github.com/repos/pyrocko/idas-convert,2026-08-18T06:38:40+00:00,
idas-convert,repo_releases,0,releases,,,https://api.github.com/repos/pyrocko/idas-convert,2026-08-18T06:38:40+00:00,
idas-convert,pypi_downloads_30d,,downloads,,2026-08-17,https://pypistats.org/api/,2026-08-18T06:38:40+00:00,not_published
idas-convert,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-18T06:38:40+00:00,not_published
idas-convert,conda_downloads_cumulative,,downloads,,2026-08-17,https://api.anaconda.org/,2026-08-18T06:38:40+00:00,not_published
idas-convert,canonical_citations,,citations,,2026-08-17,https://api.openalex.org/,2026-08-18T06:38:40+00:00,unavailable
invisensing,repo_stars,0,stars,,,https://api.github.com/repos/invisensing-io/python-lib,2026-08-18T06:38:42+00:00,
invisensing,repo_forks,0,forks,,,https://api.github.com/repos/invisensing-io/python-lib,2026-08-18T06:38:42+00:00,
invisensing,repo_contributors,1,contributors,,,https://api.github.com/repos/invisensing-io/python-lib,2026-08-18T06:38:42+00:00,
invisensing,repo_releases,6,releases,,,https://api.github.com/repos/invisensing-io/python-lib,2026-08-18T06:38:42+00:00,
